gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total_Score,Avg_Score,Score_Range,Math_z,Reading_z,Writing_z,Pass_Count,Performance_Level,High_in,Low_in,Percentile,Student_Feedback,Feedback_Length,Sentiment,gender_enc,race/ethnicity_enc,parental level of education_enc,lunch_enc,test preparation course_enc,Performance_Level_enc,High_in_enc,Low_in_enc
male,group B,bachelor's degree,free/reduced,none,88.0,75.0,76.0,239.0,79.66666666666667,13.0,1.445746087514733,0.3995781503093541,0.5231742185644607,3,Good,math score,reading score,79.85,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,1,1,0,1,2,0,1
male,group E,some high school,standard,completed,77.0,76.0,77.0,230.0,76.66666666666667,1.0,0.7199368153381066,0.4681046723997938,0.5890154240218557,3,Good,math score,reading score,72.2,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,4,5,1,0,2,0,1
male,group C,associate's degree,standard,none,76.0,70.0,68.0,214.0,71.33333333333333,8.0,0.6539541542311406,0.05694553985715561,-0.0035554250946994654,3,Good,math score,writing score,58.35,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,0,1,1,2,0,2
male,group D,some high school,standard,none,86.0,73.0,70.0,229.0,76.33333333333333,16.0,1.313780765300801,0.26252510612847474,0.12812698582009055,3,Good,math score,writing score,71.65,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,3,5,1,1,2,0,2
male,group C,some high school,standard,completed,63.0,60.0,57.0,180.0,60.0,6.0,-0.203820440159418,-0.6283196810472415,-0.7278086851260446,3,Average,math score,writing score,28.95,I was distracted and couldn't focus during online classes.,9.0,0.0,1,2,5,1,0,0,0,2
female,group E,bachelor's degree,standard,none,65.0,73.0,75.0,213.0,71.0,10.0,-0.07185511794548592,0.26252510612847474,0.45733301310706564,3,Good,writing score,math score,57.199999999999996,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,4,1,1,1,2,2,0
male,group D,high school,free/reduced,completed,78.0,77.0,80.0,235.0,78.33333333333333,3.0,0.7859194764450727,0.5366311944902336,0.7865390403940407,3,Good,writing score,reading score,76.6,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,3,2,0,0,2,2,1
male,group B,associate's degree,free/reduced,none,67.0,62.0,60.0,189.0,63.0,7.0,0.060110204268446155,-0.491266636866362,-0.5302850687538596,3,Average,math score,writing score,35.199999999999996,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,1,0,0,1,0,0,2
male,group A,some high school,standard,completed,46.0,41.0,43.0,130.0,43.333333333333336,5.0,-1.3255256789778407,-1.9303236007655957,-1.6495855615295747,3,Poor,math score,reading score,4.35,Assignments were too many and stressful but helpful.,8.0,0.5,1,0,5,1,0,3,0,1
male,group E,associate's degree,standard,completed,71.0,74.0,68.0,213.0,71.0,6.0,0.32404084869631034,0.33105162821891443,-0.0035554250946994654,3,Good,reading score,writing score,57.199999999999996,The practical sessions improved my understanding.,6.0,0.0,1,4,0,1,0,2,1,2
male,group C,high school,free/reduced,completed,40.0,46.0,50.0,136.0,45.333333333333336,10.0,-1.721421645619637,-1.5876909903133973,-1.1886971233278096,3,Poor,writing score,math score,5.75,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,2,2,0,0,3,2,0
male,group D,associate's degree,free/reduced,none,90.0,87.0,75.0,252.0,84.0,15.0,1.577711409728665,1.2218964153946306,0.45733301310706564,3,Good,math score,writing score,87.45,I practiced a lot and felt confident about the questions.,10.0,0.5,1,3,0,0,1,2,0,2
male,group A,some college,free/reduced,completed,81.0,78.0,81.0,240.0,80.0,3.0,0.9838674597659707,0.6051577165806732,0.8523802458514357,3,Good,math score,reading score,80.45,Assignments were too many and stressful but helpful.,8.0,0.5,1,0,4,0,0,2,0,1
male,group D,some high school,free/reduced,none,56.0,54.0,52.0,162.0,54.0,4.0,-0.6656990679081803,-1.0394788135898796,-1.0570147124130196,3,Average,math score,writing score,17.45,Poor internet and time management affected my study.,8.0,-0.4,1,3,5,0,1,0,0,2
female,group C,associate's degree,standard,completed,67.0,84.0,81.0,232.0,77.33333333333333,17.0,0.060110204268446155,1.0163168491233114,0.8523802458514357,3,Good,reading score,math score,73.95,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,2,0,1,0,2,1,0
male,group B,associate's degree,standard,none,80.0,76.0,64.0,220.0,73.33333333333333,16.0,0.9178847986590046,0.4681046723997938,-0.2669202469242795,3,Good,math score,writing score,64.0,Assignments were too many and stressful but helpful.,8.0,0.5,1,1,0,1,1,2,0,2
female,group C,associate's degree,standard,completed,74.0,75.0,83.0,232.0,77.33333333333333,9.0,0.5219888320172085,0.3995781503093541,0.9840626567662257,3,Good,writing score,math score,73.95,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,2,0,1,0,2,2,0
male,group A,some college,standard,none,69.0,67.0,69.0,205.0,68.33333333333333,2.0,0.19207552648237824,-0.1486340264141635,0.062285780362695546,3,Average,math score,reading score,49.6,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,0,4,1,1,0,0,1
male,group E,some college,standard,completed,98.00999999999999,87.0,81.0,267.0,89.0,18.0,2.1715553596913595,1.2218964153946306,0.8523802458514357,3,Excellent,math score,writing score,94.0,I was distracted and couldn't focus during online classes.,9.0,0.0,1,4,4,1,0,1,0,2
male,group C,some high school,standard,none,51.0,52.0,44.0,147.0,49.0,8.0,-0.9956123734430105,-1.176531857770759,-1.5837443560721798,3,Poor,reading score,writing score,9.35,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,5,1,1,3,1,2
female,group B,associate's degree,free/reduced,none,53.0,71.0,67.0,191.0,63.666666666666664,18.0,-0.8636470512290784,0.1254720619475953,-0.06939663055209448,3,Average,reading score,math score,36.5,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,1,0,0,1,0,1,0
female,group D,high school,free/reduced,none,49.0,57.0,52.0,158.0,52.666666666666664,8.0,-1.1275776956569425,-0.8338992473185606,-1.0570147124130196,3,Average,reading score,math score,15.5,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,3,2,0,1,0,1,0
female,group B,associate's degree,standard,none,73.0,76.0,80.0,229.0,76.33333333333333,7.0,0.45600617091024237,0.4681046723997938,0.7865390403940407,3,Good,writing score,math score,71.65,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,1,0,1,1,2,2,0
male,group B,bachelor's degree,standard,none,66.0,60.0,57.0,183.0,61.0,9.0,-0.005872456838519888,-0.6283196810472415,-0.7278086851260446,3,Average,math score,writing score,31.15,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,1,1,1,1,0,0,2
male,group D,bachelor's degree,standard,completed,67.0,61.0,68.0,196.0,65.33333333333333,7.0,0.060110204268446155,-0.5597931589568017,-0.0035554250946994654,3,Average,writing score,reading score,41.3,I practiced a lot and felt confident about the questions.,10.0,0.5,1,3,1,1,0,0,2,1
female,group C,associate's degree,free/reduced,completed,68.0,67.0,69.0,204.0,68.0,2.0,0.1260928653754122,-0.1486340264141635,0.062285780362695546,3,Average,writing score,reading score,48.199999999999996,I needed more examples and exercises to practice.,8.0,0.5,0,2,0,0,0,0,2,1
female,group C,bachelor's degree,standard,completed,59.0,64.0,75.0,198.0,66.0,16.0,-0.46775108458728215,-0.35421359268548264,0.45733301310706564,3,Average,writing score,math score,43.25,The practical sessions improved my understanding.,6.0,0.0,0,2,1,1,0,0,2,0
male,group C,high school,standard,none,71.0,66.0,65.0,202.0,67.33333333333333,6.0,0.32404084869631034,-0.2171605485046032,-0.2010790414668845,3,Average,math score,writing score,46.45,I needed more examples and exercises to practice.,8.0,0.5,1,2,2,1,1,0,0,2
female,group D,master's degree,standard,completed,77.0,82.0,91.0,250.0,83.33333333333333,14.0,0.7199368153381066,0.8792638049424321,1.5107923004253858,3,Good,writing score,math score,86.4,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,3,3,1,0,2,2,0
male,group C,associate's degree,standard,none,83.0,72.0,78.0,233.0,77.66666666666667,11.0,1.1158327819799028,0.19399858403803502,0.6548566294792506,3,Good,math score,reading score,74.9,Poor internet and time management affected my study.,8.0,-0.4,1,2,0,1,1,2,0,1
male,group B,bachelor's degree,standard,none,63.0,71.0,69.0,203.0,67.66666666666667,8.0,-0.203820440159418,0.1254720619475953,0.062285780362695546,3,Average,reading score,math score,47.099999999999994,Poor internet and time management affected my study.,8.0,-0.4,1,1,1,1,1,0,1,0
female,group D,associate's degree,free/reduced,none,56.0,65.0,63.0,184.0,61.333333333333336,9.0,-0.6656990679081803,-0.2856870705950429,-0.33276145238167454,3,Average,reading score,math score,31.900000000000002,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,3,0,0,1,0,1,0
female,group C,high school,free/reduced,completed,67.0,79.0,84.0,230.0,76.66666666666667,17.0,0.060110204268446155,0.6736842386711129,1.0499038622236208,3,Good,writing score,math score,72.2,The practical sessions improved my understanding.,6.0,0.0,0,2,2,0,0,2,2,0
female,group E,high school,standard,none,75.0,86.0,79.0,240.0,80.0,11.0,0.5879714931241745,1.153369893304191,0.7206978349366456,3,Good,reading score,math score,80.45,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,4,2,1,1,2,1,0
female,group C,some college,standard,none,71.0,81.0,80.0,232.0,77.33333333333333,10.0,0.32404084869631034,0.8107372828519923,0.7865390403940407,3,Good,reading score,math score,73.95,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,2,4,1,1,2,1,0
female,group C,some high school,free/reduced,none,43.0,53.0,53.0,149.0,49.666666666666664,10.0,-1.5234736622987388,-1.1080053356803194,-0.9911735069556247,3,Poor,reading score,math score,10.2,I needed more examples and exercises to practice.,8.0,0.5,0,2,5,0,1,3,1,0
female,group C,high school,free/reduced,none,41.0,46.0,43.0,130.0,43.333333333333336,5.0,-1.655438984512671,-1.5876909903133973,-1.6495855615295747,3,Poor,reading score,math score,4.35,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,2,2,0,1,3,1,0
female,group C,some college,standard,none,82.0,90.0,94.0,266.0,88.66666666666667,12.0,1.0498501208729367,1.4274759816659497,1.7083159167975708,3,Excellent,writing score,math score,93.5,I needed more examples and exercises to practice.,8.0,0.5,0,2,4,1,1,1,2,0
male,group C,some college,standard,none,61.0,61.0,62.0,184.0,61.333333333333336,1.0,-0.3357857623733501,-0.5597931589568017,-0.39860265783906956,3,Average,writing score,math score,31.900000000000002,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,2,4,1,1,0,2,0
male,group A,some college,free/reduced,none,28.0,31.990000000000002,31.98,91.98,30.66,9.0,-2.5132135789032293,-3.1638009983935103,-3.229774492507055,0,Poor,math score,writing score,0.4,Poor internet and time management affected my study.,8.0,-0.4,1,0,4,0,1,3,0,2
male,group C,associate's degree,standard,completed,82.0,75.0,77.0,234.0,78.0,7.0,1.0498501208729367,0.3995781503093541,0.5890154240218557,3,Good,math score,reading score,75.64999999999999,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,2,0,1,0,2,0,1
female,group B,some high school,standard,none,41.0,55.0,51.0,147.0,49.0,14.0,-1.655438984512671,-0.97095229149944,-1.1228559178704147,3,Poor,reading score,math score,9.35,I practiced a lot and felt confident about the questions.,10.0,0.5,0,1,5,1,1,3,1,0
male,group C,high school,standard,none,71.0,60.0,61.0,192.0,64.0,11.0,0.32404084869631034,-0.6283196810472415,-0.46444386329646453,3,Average,math score,reading score,37.4,The practical sessions improved my understanding.,6.0,0.0,1,2,2,1,1,0,0,1
male,group C,associate's degree,standard,none,47.0,37.0,35.0,119.0,39.666666666666664,12.0,-1.2595430178708746,-2.2044296891273545,-2.1763152051887347,3,Poor,math score,writing score,2.9000000000000004,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,2,0,1,1,3,0,2
male,group E,associate's degree,standard,completed,62.0,56.0,53.0,171.0,57.0,9.0,-0.26980310126638407,-0.9024257694090002,-0.9911735069556247,3,Average,math score,writing score,22.75,I needed more examples and exercises to practice.,8.0,0.5,1,4,0,1,0,0,0,2
male,group B,associate's degree,standard,none,90.0,78.0,81.0,249.0,83.0,12.0,1.577711409728665,0.6051577165806732,0.8523802458514357,3,Good,math score,reading score,85.7,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,1,0,1,1,2,0,1
female,group C,bachelor's degree,standard,none,83.0,93.0,95.0,271.0,90.33333333333333,12.0,1.1158327819799028,1.6330555479372688,1.774157122254966,3,Excellent,writing score,math score,95.19999999999999,I needed more examples and exercises to practice.,8.0,0.5,0,2,1,1,1,1,2,0
female,group B,some college,free/reduced,none,61.0,68.0,66.0,195.0,65.0,7.0,-0.3357857623733501,-0.08010750432372381,-0.1352378360094895,3,Average,reading score,math score,40.400000000000006,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,1,4,0,1,0,1,0
male,group D,some high school,standard,completed,76.0,70.0,69.0,215.0,71.66666666666667,7.0,0.6539541542311406,0.05694553985715561,0.062285780362695546,3,Good,math score,writing score,59.35,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,3,5,1,0,2,0,2
male,group C,associate's degree,standard,none,49.0,51.0,43.0,143.0,47.666666666666664,8.0,-1.1275776956569425,-1.2450583798611987,-1.6495855615295747,3,Poor,reading score,writing score,7.55,I practiced a lot and felt confident about the questions.,10.0,0.5,1,2,0,1,1,3,1,2
female,group B,some high school,free/reduced,none,27.990000000000002,38.0,31.98,91.98,30.66,14.0,-2.7771442233310935,-2.135903167036915,-2.703044848847895,1,Poor,reading score,math score,0.8500000000000001,Poor internet and time management affected my study.,8.0,-0.4,0,1,5,0,1,3,1,0
female,group D,some high school,free/reduced,completed,35.0,55.0,60.0,150.0,50.0,24.0,-2.051334951154467,-0.97095229149944,-0.5302850687538596,3,Average,writing score,math score,10.65,I needed more examples and exercises to practice.,8.0,0.5,0,3,5,0,0,0,2,0
male,group C,high school,free/reduced,none,58.0,61.0,52.0,171.0,57.0,9.0,-0.5337337456942483,-0.5597931589568017,-1.0570147124130196,3,Average,reading score,writing score,22.75,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,2,2,0,1,0,1,2
female,group C,high school,standard,none,61.0,73.0,63.0,197.0,65.66666666666667,12.0,-0.3357857623733501,0.26252510612847474,-0.33276145238167454,3,Average,reading score,math score,42.15,I practiced a lot and felt confident about the questions.,10.0,0.5,0,2,2,1,1,0,1,0
female,group B,high school,standard,completed,69.0,76.0,74.0,219.0,73.0,7.0,0.19207552648237824,0.4681046723997938,0.3914918076496706,3,Good,reading score,math score,62.849999999999994,I was distracted and couldn't focus during online classes.,9.0,0.0,0,1,2,1,0,2,1,0
male,group D,associate's degree,standard,completed,67.0,72.0,67.0,206.0,68.66666666666667,5.0,0.060110204268446155,0.19399858403803502,-0.06939663055209448,3,Average,reading score,math score,50.849999999999994,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,0,1,0,0,1,0
male,group D,some college,standard,none,79.0,73.0,67.0,219.0,73.0,12.0,0.8519021375520386,0.26252510612847474,-0.06939663055209448,3,Good,math score,writing score,62.849999999999994,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,3,4,1,1,2,0,2
female,group C,high school,standard,none,72.0,80.0,75.0,227.0,75.66666666666667,8.0,0.3900235098032764,0.7422107607615527,0.45733301310706564,3,Good,reading score,math score,69.95,Poor internet and time management affected my study.,8.0,-0.4,0,2,2,1,1,2,1,0
male,group B,some college,standard,none,62.0,61.0,57.0,180.0,60.0,5.0,-0.26980310126638407,-0.5597931589568017,-0.7278086851260446,3,Average,math score,writing score,28.95,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,1,4,1,1,0,0,2
female,group C,bachelor's degree,standard,completed,77.0,94.0,95.0,266.0,88.66666666666667,18.0,0.7199368153381066,1.7015820700277084,1.774157122254966,3,Excellent,writing score,math score,93.5,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,2,1,1,0,1,2,0
male,group D,high school,free/reduced,none,75.0,74.0,66.0,215.0,71.66666666666667,9.0,0.5879714931241745,0.33105162821891443,-0.1352378360094895,3,Good,math score,writing score,59.35,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,3,2,0,1,2,0,2
male,group E,associate's degree,standard,none,87.0,74.0,76.0,237.0,79.0,13.0,1.379763426407767,0.33105162821891443,0.5231742185644607,3,Good,math score,reading score,78.3,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,4,0,1,1,2,0,1
